filepath,emotion
features/mel_specs/03-01-05-01-02-02-09.png,angry
features/mel_specs/03-01-05-02-01-01-09.png,angry
features/mel_specs/03-01-05-02-01-02-09.png,angry
features/mel_specs/03-01-05-02-02-01-09.png,angry
features/mel_specs/03-01-05-02-02-02-09.png,angry
features/mel_specs/03-01-06-01-01-01-09.png,fear
features/mel_specs/03-01-06-01-01-02-09.png,fear
features/mel_specs/03-01-06-01-02-01-09.png,fear
features/mel_specs/03-01-06-01-02-02-09.png,fear
features/mel_specs/03-01-06-02-01-01-09.png,fear
features/mel_specs/03-01-06-02-01-02-09.png,fear
features/mel_specs/03-01-06-02-02-01-09.png,fear
features/mel_specs/03-01-06-02-02-02-09.png,fear
features/mel_specs/03-01-07-01-01-01-09.png,disgust
features/mel_specs/03-01-07-01-01-02-09.png,disgust
features/mel_specs/03-01-07-01-02-01-09.png,disgust
features/mel_specs/03-01-07-01-02-02-09.png,disgust
features/mel_specs/03-01-07-02-01-01-09.png,disgust
features/mel_specs/03-01-07-02-01-02-09.png,disgust
features/mel_specs/03-01-07-02-02-01-09.png,disgust
features/mel_specs/03-01-07-02-02-02-09.png,disgust
features/mel_specs/03-01-08-01-01-01-09.png,surprise
features/mel_specs/03-01-08-01-01-02-09.png,surprise
features/mel_specs/03-01-08-01-02-01-09.png,surprise
features/mel_specs/03-01-08-01-02-02-09.png,surprise
features/mel_specs/03-01-08-02-01-01-09.png,surprise
features/mel_specs/03-01-08-02-01-02-09.png,surprise
features/mel_specs/03-01-08-02-02-01-09.png,surprise
features/mel_specs/03-01-08-02-02-02-09.png,surprise
features/mel_specs/03-01-01-01-01-01-10.png,neutral
features/mel_specs/03-01-01-01-01-02-10.png,neutral
features/mel_specs/03-01-01-01-02-01-10.png,neutral
features/mel_specs/03-01-01-01-02-02-10.png,neutral
features/mel_specs/03-01-02-01-01-01-10.png,calm
features/mel_specs/03-01-02-01-01-02-10.png,calm
features/mel_specs/03-01-02-01-02-01-10.png,calm
features/mel_specs/03-01-02-01-02-02-10.png,calm
features/mel_specs/03-01-02-02-01-01-10.png,calm
features/mel_specs/03-01-02-02-01-02-10.png,calm
features/mel_specs/03-01-02-02-02-01-10.png,calm
features/mel_specs/03-01-02-02-02-02-10.png,calm
features/mel_specs/03-01-03-01-01-01-10.png,happy
features/mel_specs/03-01-03-01-01-02-10.png,happy
features/mel_specs/03-01-03-01-02-01-10.png,happy
features/mel_specs/03-01-03-01-02-02-10.png,happy
features/mel_specs/03-01-03-02-01-01-10.png,happy
features/mel_specs/03-01-03-02-01-02-10.png,happy
features/mel_specs/03-01-03-02-02-01-10.png,happy
features/mel_specs/03-01-03-02-02-02-10.png,happy
features/mel_specs/03-01-04-01-01-01-10.png,sad
features/mel_specs/03-01-04-01-01-02-10.png,sad
features/mel_specs/03-01-04-01-02-01-10.png,sad
features/mel_specs/03-01-04-01-02-02-10.png,sad
features/mel_specs/03-01-04-02-01-01-10.png,sad
features/mel_specs/03-01-04-02-01-02-10.png,sad
features/mel_specs/03-01-04-02-02-01-10.png,sad
features/mel_specs/03-01-04-02-02-02-10.png,sad
features/mel_specs/03-01-05-01-01-01-10.png,angry
features/mel_specs/03-01-05-01-01-02-10.png,angry
features/mel_specs/03-01-05-01-02-01-10.png,angry
features/mel_specs/03-01-05-01-02-02-10.png,angry
features/mel_specs/03-01-05-02-01-01-10.png,angry
features/mel_specs/03-01-05-02-01-02-10.png,angry
features/mel_specs/03-01-05-02-02-01-10.png,angry
features/mel_specs/03-01-05-02-02-02-10.png,angry
features/mel_specs/03-01-06-01-01-01-10.png,fear
features/mel_specs/03-01-06-01-01-02-10.png,fear
features/mel_specs/03-01-06-01-02-01-10.png,fear
features/mel_specs/03-01-06-01-02-02-10.png,fear
features/mel_specs/03-01-06-02-01-01-10.png,fear
features/mel_specs/03-01-06-02-01-02-10.png,fear
features/mel_specs/03-01-06-02-02-01-10.png,fear
features/mel_specs/03-01-06-02-02-02-10.png,fear
features/mel_specs/03-01-07-01-01-01-10.png,disgust
features/mel_specs/03-01-07-01-01-02-10.png,disgust
features/mel_specs/03-01-07-01-02-01-10.png,disgust
features/mel_specs/03-01-07-01-02-02-10.png,disgust
features/mel_specs/03-01-07-02-01-01-10.png,disgust
features/mel_specs/03-01-07-02-01-02-10.png,disgust
features/mel_specs/03-01-07-02-02-01-10.png,disgust
features/mel_specs/03-01-07-02-02-02-10.png,disgust
features/mel_specs/03-01-08-01-01-01-10.png,surprise
features/mel_specs/03-01-08-01-01-02-10.png,surprise
features/mel_specs/03-01-08-01-02-01-10.png,surprise
features/mel_specs/03-01-08-01-02-02-10.png,surprise
features/mel_specs/03-01-08-02-01-01-10.png,surprise
features/mel_specs/03-01-08-02-01-02-10.png,surprise
features/mel_specs/03-01-08-02-02-01-10.png,surprise
features/mel_specs/03-01-08-02-02-02-10.png,surprise
features/mel_specs/03-01-01-01-01-01-11.png,neutral
features/mel_specs/03-01-01-01-01-02-11.png,neutral
features/mel_specs/03-01-01-01-02-01-11.png,neutral
features/mel_specs/03-01-01-01-02-02-11.png,neutral
features/mel_specs/03-01-02-01-01-01-11.png,calm
features/mel_specs/03-01-02-01-01-02-11.png,calm
features/mel_specs/03-01-02-01-02-01-11.png,calm
features/mel_specs/03-01-02-01-02-02-11.png,calm
features/mel_specs/03-01-02-02-01-01-11.png,calm
features/mel_specs/03-01-02-02-01-02-11.png,calm
features/mel_specs/03-01-02-02-02-01-11.png,calm
features/mel_specs/03-01-02-02-02-02-11.png,calm
features/mel_specs/03-01-03-01-01-01-11.png,happy
features/mel_specs/03-01-03-01-01-02-11.png,happy
features/mel_specs/03-01-03-01-02-01-11.png,happy
features/mel_specs/03-01-03-01-02-02-11.png,happy
features/mel_specs/03-01-03-02-01-01-11.png,happy
features/mel_specs/03-01-03-02-01-02-11.png,happy
features/mel_specs/03-01-03-02-02-01-11.png,happy
features/mel_specs/03-01-03-02-02-02-11.png,happy
features/mel_specs/03-01-04-01-01-01-11.png,sad
features/mel_specs/03-01-04-01-01-02-11.png,sad
features/mel_specs/03-01-04-01-02-01-11.png,sad
features/mel_specs/03-01-04-01-02-02-11.png,sad
features/mel_specs/03-01-04-02-01-01-11.png,sad
features/mel_specs/03-01-04-02-01-02-11.png,sad
features/mel_specs/03-01-04-02-02-01-11.png,sad
features/mel_specs/03-01-04-02-02-02-11.png,sad
features/mel_specs/03-01-05-01-01-01-11.png,angry
features/mel_specs/03-01-05-01-01-02-11.png,angry
features/mel_specs/03-01-05-01-02-01-11.png,angry
features/mel_specs/03-01-05-01-02-02-11.png,angry
features/mel_specs/03-01-05-02-01-01-11.png,angry
features/mel_specs/03-01-05-02-01-02-11.png,angry
features/mel_specs/03-01-05-02-02-01-11.png,angry
features/mel_specs/03-01-05-02-02-02-11.png,angry
features/mel_specs/03-01-06-01-01-01-11.png,fear
features/mel_specs/03-01-06-01-01-02-11.png,fear
features/mel_specs/03-01-06-01-02-01-11.png,fear
features/mel_specs/03-01-06-01-02-02-11.png,fear
features/mel_specs/03-01-06-02-01-01-11.png,fear
features/mel_specs/03-01-06-02-01-02-11.png,fear
features/mel_specs/03-01-06-02-02-01-11.png,fear
features/mel_specs/03-01-06-02-02-02-11.png,fear
features/mel_specs/03-01-07-01-01-01-11.png,disgust
features/mel_specs/03-01-07-01-01-02-11.png,disgust
features/mel_specs/03-01-07-01-02-01-11.png,disgust
features/mel_specs/03-01-07-01-02-02-11.png,disgust
features/mel_specs/03-01-07-02-01-01-11.png,disgust
features/mel_specs/03-01-07-02-01-02-11.png,disgust
features/mel_specs/03-01-07-02-02-01-11.png,disgust
features/mel_specs/03-01-07-02-02-02-11.png,disgust
features/mel_specs/03-01-08-01-01-01-11.png,surprise
features/mel_specs/03-01-08-01-01-02-11.png,surprise
features/mel_specs/03-01-08-01-02-01-11.png,surprise
features/mel_specs/03-01-08-01-02-02-11.png,surprise
features/mel_specs/03-01-08-02-01-01-11.png,surprise
features/mel_specs/03-01-08-02-01-02-11.png,surprise
features/mel_specs/03-01-08-02-02-01-11.png,surprise
features/mel_specs/03-01-08-02-02-02-11.png,surprise
features/mel_specs/03-01-01-01-01-01-12.png,neutral
features/mel_specs/03-01-01-01-01-02-12.png,neutral
features/mel_specs/03-01-01-01-02-01-12.png,neutral
features/mel_specs/03-01-01-01-02-02-12.png,neutral
features/mel_specs/03-01-02-01-01-01-12.png,calm
features/mel_specs/03-01-02-01-01-02-12.png,calm
features/mel_specs/03-01-02-01-02-01-12.png,calm
features/mel_specs/03-01-02-01-02-02-12.png,calm
features/mel_specs/03-01-02-02-01-01-12.png,calm
features/mel_specs/03-01-02-02-01-02-12.png,calm
features/mel_specs/03-01-02-02-02-01-12.png,calm
features/mel_specs/03-01-02-02-02-02-12.png,calm
features/mel_specs/03-01-03-01-01-01-12.png,happy
features/mel_specs/03-01-03-01-01-02-12.png,happy
features/mel_specs/03-01-03-01-02-01-12.png,happy
features/mel_specs/03-01-03-01-02-02-12.png,happy
features/mel_specs/03-01-03-02-01-01-12.png,happy
features/mel_specs/03-01-03-02-01-02-12.png,happy
features/mel_specs/03-01-03-02-02-01-12.png,happy
features/mel_specs/03-01-03-02-02-02-12.png,happy
features/mel_specs/03-01-04-01-01-01-12.png,sad
features/mel_specs/03-01-04-01-01-02-12.png,sad
features/mel_specs/03-01-04-01-02-01-12.png,sad
features/mel_specs/03-01-04-01-02-02-12.png,sad
features/mel_specs/03-01-04-02-01-01-12.png,sad
features/mel_specs/03-01-04-02-01-02-12.png,sad
features/mel_specs/03-01-04-02-02-01-12.png,sad
features/mel_specs/03-01-04-02-02-02-12.png,sad
features/mel_specs/03-01-05-01-01-01-12.png,angry
features/mel_specs/03-01-05-01-01-02-12.png,angry
features/mel_specs/03-01-05-01-02-01-12.png,angry
features/mel_specs/03-01-05-01-02-02-12.png,angry
features/mel_specs/03-01-05-02-01-01-12.png,angry
features/mel_specs/03-01-05-02-01-02-12.png,angry
features/mel_specs/03-01-05-02-02-01-12.png,angry
features/mel_specs/03-01-05-02-02-02-12.png,angry
features/mel_specs/03-01-06-01-01-01-12.png,fear
features/mel_specs/03-01-06-01-01-02-12.png,fear
features/mel_specs/03-01-06-01-02-01-12.png,fear
features/mel_specs/03-01-06-01-02-02-12.png,fear
features/mel_specs/03-01-06-02-01-01-12.png,fear
features/mel_specs/03-01-06-02-01-02-12.png,fear
features/mel_specs/03-01-06-02-02-01-12.png,fear
features/mel_specs/03-01-06-02-02-02-12.png,fear
features/mel_specs/03-01-07-01-01-01-12.png,disgust
features/mel_specs/03-01-07-01-01-02-12.png,disgust
features/mel_specs/03-01-07-01-02-01-12.png,disgust
features/mel_specs/03-01-07-01-02-02-12.png,disgust
features/mel_specs/03-01-07-02-01-01-12.png,disgust
features/mel_specs/03-01-07-02-01-02-12.png,disgust
features/mel_specs/03-01-07-02-02-01-12.png,disgust
features/mel_specs/03-01-07-02-02-02-12.png,disgust
features/mel_specs/03-01-08-01-01-01-12.png,surprise
features/mel_specs/03-01-08-01-01-02-12.png,surprise
features/mel_specs/03-01-08-01-02-01-12.png,surprise
features/mel_specs/03-01-08-01-02-02-12.png,surprise
features/mel_specs/03-01-08-02-01-01-12.png,surprise
features/mel_specs/03-01-08-02-01-02-12.png,surprise
features/mel_specs/03-01-08-02-02-01-12.png,surprise
features/mel_specs/03-01-08-02-02-02-12.png,surprise
features/mel_specs/03-01-01-01-01-01-13.png,neutral
features/mel_specs/03-01-01-01-01-02-13.png,neutral
features/mel_specs/03-01-01-01-02-01-13.png,neutral
features/mel_specs/03-01-01-01-02-02-13.png,neutral
features/mel_specs/03-01-02-01-01-01-13.png,calm
features/mel_specs/03-01-02-01-01-02-13.png,calm
features/mel_specs/03-01-02-01-02-01-13.png,calm
features/mel_specs/03-01-02-01-02-02-13.png,calm
features/mel_specs/03-01-02-02-01-01-13.png,calm
features/mel_specs/03-01-02-02-01-02-13.png,calm
features/mel_specs/03-01-02-02-02-01-13.png,calm
features/mel_specs/03-01-02-02-02-02-13.png,calm
features/mel_specs/03-01-03-01-01-01-13.png,happy
features/mel_specs/03-01-03-01-01-02-13.png,happy
features/mel_specs/03-01-03-01-02-01-13.png,happy
features/mel_specs/03-01-03-01-02-02-13.png,happy
features/mel_specs/03-01-03-02-01-01-13.png,happy
features/mel_specs/03-01-03-02-01-02-13.png,happy
features/mel_specs/03-01-03-02-02-01-13.png,happy
features/mel_specs/03-01-03-02-02-02-13.png,happy
features/mel_specs/03-01-04-01-01-01-13.png,sad
features/mel_specs/03-01-04-01-01-02-13.png,sad
features/mel_specs/03-01-04-01-02-01-13.png,sad
features/mel_specs/03-01-04-01-02-02-13.png,sad
features/mel_specs/03-01-04-02-01-01-13.png,sad
features/mel_specs/03-01-04-02-01-02-13.png,sad
features/mel_specs/03-01-04-02-02-01-13.png,sad
features/mel_specs/03-01-04-02-02-02-13.png,sad
features/mel_specs/03-01-05-01-01-01-13.png,angry
features/mel_specs/03-01-05-01-01-02-13.png,angry
features/mel_specs/03-01-05-01-02-01-13.png,angry
features/mel_specs/03-01-05-01-02-02-13.png,angry
features/mel_specs/03-01-05-02-01-01-13.png,angry
features/mel_specs/03-01-05-02-01-02-13.png,angry
features/mel_specs/03-01-05-02-02-01-13.png,angry
features/mel_specs/03-01-05-02-02-02-13.png,angry
features/mel_specs/03-01-06-01-01-01-13.png,fear
features/mel_specs/03-01-06-01-01-02-13.png,fear
features/mel_specs/03-01-06-01-02-01-13.png,fear
features/mel_specs/03-01-06-01-02-02-13.png,fear
features/mel_specs/03-01-06-02-01-01-13.png,fear
features/mel_specs/03-01-06-02-01-02-13.png,fear
features/mel_specs/03-01-06-02-02-01-13.png,fear
features/mel_specs/03-01-06-02-02-02-13.png,fear
features/mel_specs/03-01-07-01-01-01-13.png,disgust
features/mel_specs/03-01-07-01-01-02-13.png,disgust
features/mel_specs/03-01-07-01-02-01-13.png,disgust
features/mel_specs/03-01-07-01-02-02-13.png,disgust
features/mel_specs/03-01-07-02-01-01-13.png,disgust
features/mel_specs/03-01-07-02-01-02-13.png,disgust
features/mel_specs/03-01-07-02-02-01-13.png,disgust
features/mel_specs/03-01-07-02-02-02-13.png,disgust
features/mel_specs/03-01-08-01-01-01-13.png,surprise
features/mel_specs/03-01-08-01-01-02-13.png,surprise
features/mel_specs/03-01-08-01-02-01-13.png,surprise
features/mel_specs/03-01-08-01-02-02-13.png,surprise
features/mel_specs/03-01-08-02-01-01-13.png,surprise
features/mel_specs/03-01-08-02-01-02-13.png,surprise
features/mel_specs/03-01-08-02-02-01-13.png,surprise
features/mel_specs/03-01-08-02-02-02-13.png,surprise
features/mel_specs/03-01-01-01-01-01-14.png,neutral
features/mel_specs/03-01-01-01-01-02-14.png,neutral
features/mel_specs/03-01-01-01-02-01-14.png,neutral
features/mel_specs/03-01-01-01-02-02-14.png,neutral
features/mel_specs/03-01-02-01-01-01-14.png,calm
features/mel_specs/03-01-02-01-01-02-14.png,calm
features/mel_specs/03-01-02-01-02-01-14.png,calm
features/mel_specs/03-01-02-01-02-02-14.png,calm
features/mel_specs/03-01-02-02-01-01-14.png,calm
features/mel_specs/03-01-02-02-01-02-14.png,calm
features/mel_specs/03-01-02-02-02-01-14.png,calm
features/mel_specs/03-01-02-02-02-02-14.png,calm
features/mel_specs/03-01-03-01-01-01-14.png,happy
features/mel_specs/03-01-03-01-01-02-14.png,happy
features/mel_specs/03-01-03-01-02-01-14.png,happy
features/mel_specs/03-01-03-01-02-02-14.png,happy
features/mel_specs/03-01-03-02-01-01-14.png,happy
features/mel_specs/03-01-03-02-01-02-14.png,happy
features/mel_specs/03-01-03-02-02-01-14.png,happy
features/mel_specs/03-01-03-02-02-02-14.png,happy
features/mel_specs/03-01-04-01-01-01-14.png,sad
features/mel_specs/03-01-04-01-01-02-14.png,sad
features/mel_specs/03-01-04-01-02-01-14.png,sad
features/mel_specs/03-01-04-01-02-02-14.png,sad
features/mel_specs/03-01-04-02-01-01-14.png,sad
features/mel_specs/03-01-04-02-01-02-14.png,sad
features/mel_specs/03-01-04-02-02-01-14.png,sad
features/mel_specs/03-01-04-02-02-02-14.png,sad
features/mel_specs/03-01-05-01-01-01-14.png,angry
features/mel_specs/03-01-05-01-01-02-14.png,angry
features/mel_specs/03-01-05-01-02-01-14.png,angry
features/mel_specs/03-01-05-01-02-02-14.png,angry
features/mel_specs/03-01-05-02-01-01-14.png,angry
features/mel_specs/03-01-05-02-01-02-14.png,angry
features/mel_specs/03-01-05-02-02-01-14.png,angry
features/mel_specs/03-01-05-02-02-02-14.png,angry
features/mel_specs/03-01-06-01-01-01-14.png,fear
features/mel_specs/03-01-06-01-01-02-14.png,fear
features/mel_specs/03-01-06-01-02-01-14.png,fear
features/mel_specs/03-01-06-01-02-02-14.png,fear
features/mel_specs/03-01-06-02-01-01-14.png,fear
features/mel_specs/03-01-06-02-01-02-14.png,fear
features/mel_specs/03-01-06-02-02-01-14.png,fear
features/mel_specs/03-01-06-02-02-02-14.png,fear
features/mel_specs/03-01-07-01-01-01-14.png,disgust
features/mel_specs/03-01-07-01-01-02-14.png,disgust
features/mel_specs/03-01-07-01-02-01-14.png,disgust
features/mel_specs/03-01-07-01-02-02-14.png,disgust
features/mel_specs/03-01-07-02-01-01-14.png,disgust
features/mel_specs/03-01-07-02-01-02-14.png,disgust
features/mel_specs/03-01-07-02-02-01-14.png,disgust
features/mel_specs/03-01-07-02-02-02-14.png,disgust
features/mel_specs/03-01-08-01-01-01-14.png,surprise
features/mel_specs/03-01-08-01-01-02-14.png,surprise
features/mel_specs/03-01-08-01-02-01-14.png,surprise
features/mel_specs/03-01-08-01-02-02-14.png,surprise
features/mel_specs/03-01-08-02-01-01-14.png,surprise
features/mel_specs/03-01-08-02-01-02-14.png,surprise
features/mel_specs/03-01-08-02-02-01-14.png,surprise
features/mel_specs/03-01-08-02-02-02-14.png,surprise
features/mel_specs/03-01-01-01-01-01-15.png,neutral
features/mel_specs/03-01-01-01-01-02-15.png,neutral
features/mel_specs/03-01-01-01-02-01-15.png,neutral
features/mel_specs/03-01-01-01-02-02-15.png,neutral
features/mel_specs/03-01-02-01-01-01-15.png,calm
features/mel_specs/03-01-02-01-01-02-15.png,calm
features/mel_specs/03-01-02-01-02-01-15.png,calm
features/mel_specs/03-01-02-01-02-02-15.png,calm
features/mel_specs/03-01-02-02-01-01-15.png,calm
features/mel_specs/03-01-02-02-01-02-15.png,calm
features/mel_specs/03-01-02-02-02-01-15.png,calm
features/mel_specs/03-01-02-02-02-02-15.png,calm
features/mel_specs/03-01-03-01-01-01-15.png,happy
features/mel_specs/03-01-03-01-01-02-15.png,happy
features/mel_specs/03-01-03-01-02-01-15.png,happy
features/mel_specs/03-01-03-01-02-02-15.png,happy
features/mel_specs/03-01-03-02-01-01-15.png,happy
features/mel_specs/03-01-03-02-01-02-15.png,happy
features/mel_specs/03-01-03-02-02-01-15.png,happy
features/mel_specs/03-01-03-02-02-02-15.png,happy
features/mel_specs/03-01-04-01-01-01-15.png,sad
features/mel_specs/03-01-04-01-01-02-15.png,sad
features/mel_specs/03-01-04-01-02-01-15.png,sad
features/mel_specs/03-01-04-01-02-02-15.png,sad
features/mel_specs/03-01-04-02-01-01-15.png,sad
features/mel_specs/03-01-04-02-01-02-15.png,sad
features/mel_specs/03-01-04-02-02-01-15.png,sad
features/mel_specs/03-01-04-02-02-02-15.png,sad
features/mel_specs/03-01-05-01-01-01-15.png,angry
features/mel_specs/03-01-05-01-01-02-15.png,angry
features/mel_specs/03-01-05-01-02-01-15.png,angry
features/mel_specs/03-01-05-01-02-02-15.png,angry
features/mel_specs/03-01-05-02-01-01-15.png,angry
features/mel_specs/03-01-05-02-01-02-15.png,angry
features/mel_specs/03-01-05-02-02-01-15.png,angry
features/mel_specs/03-01-05-02-02-02-15.png,angry
features/mel_specs/03-01-06-01-01-01-15.png,fear
features/mel_specs/03-01-06-01-01-02-15.png,fear
features/mel_specs/03-01-06-01-02-01-15.png,fear
features/mel_specs/03-01-06-01-02-02-15.png,fear
features/mel_specs/03-01-06-02-01-01-15.png,fear
features/mel_specs/03-01-06-02-01-02-15.png,fear
features/mel_specs/03-01-06-02-02-01-15.png,fear
features/mel_specs/03-01-06-02-02-02-15.png,fear
features/mel_specs/03-01-07-01-01-01-15.png,disgust
features/mel_specs/03-01-07-01-01-02-15.png,disgust
features/mel_specs/03-01-07-01-02-01-15.png,disgust
features/mel_specs/03-01-07-01-02-02-15.png,disgust
features/mel_specs/03-01-07-02-01-01-15.png,disgust
features/mel_specs/03-01-07-02-01-02-15.png,disgust
features/mel_specs/03-01-07-02-02-01-15.png,disgust
features/mel_specs/03-01-07-02-02-02-15.png,disgust
features/mel_specs/03-01-08-01-01-01-15.png,surprise
features/mel_specs/03-01-08-01-01-02-15.png,surprise
features/mel_specs/03-01-08-01-02-01-15.png,surprise
features/mel_specs/03-01-08-01-02-02-15.png,surprise
features/mel_specs/03-01-08-02-01-01-15.png,surprise
features/mel_specs/03-01-08-02-01-02-15.png,surprise
features/mel_specs/03-01-08-02-02-01-15.png,surprise
features/mel_specs/03-01-08-02-02-02-15.png,surprise
features/mel_specs/03-01-01-01-01-01-16.png,neutral
features/mel_specs/03-01-01-01-01-02-16.png,neutral
features/mel_specs/03-01-01-01-02-01-16.png,neutral
features/mel_specs/03-01-01-01-02-02-16.png,neutral
features/mel_specs/03-01-02-01-01-01-16.png,calm
features/mel_specs/03-01-02-01-01-02-16.png,calm
features/mel_specs/03-01-02-01-02-01-16.png,calm
features/mel_specs/03-01-02-01-02-02-16.png,calm
features/mel_specs/03-01-02-02-01-01-16.png,calm
features/mel_specs/03-01-02-02-01-02-16.png,calm
features/mel_specs/03-01-02-02-02-01-16.png,calm
features/mel_specs/03-01-02-02-02-02-16.png,calm
features/mel_specs/03-01-03-01-01-01-16.png,happy
features/mel_specs/03-01-03-01-01-02-16.png,happy
features/mel_specs/03-01-03-01-02-01-16.png,happy
features/mel_specs/03-01-03-01-02-02-16.png,happy
features/mel_specs/03-01-03-02-01-01-16.png,happy
features/mel_specs/03-01-03-02-01-02-16.png,happy
features/mel_specs/03-01-03-02-02-01-16.png,happy
features/mel_specs/03-01-03-02-02-02-16.png,happy
features/mel_specs/03-01-04-01-01-01-16.png,sad
features/mel_specs/03-01-04-01-01-02-16.png,sad
features/mel_specs/03-01-04-01-02-01-16.png,sad
features/mel_specs/03-01-04-01-02-02-16.png,sad
features/mel_specs/03-01-04-02-01-01-16.png,sad
features/mel_specs/03-01-04-02-01-02-16.png,sad
features/mel_specs/03-01-04-02-02-01-16.png,sad
features/mel_specs/03-01-04-02-02-02-16.png,sad
features/mel_specs/03-01-05-01-01-01-16.png,angry
features/mel_specs/03-01-05-01-01-02-16.png,angry
features/mel_specs/03-01-05-01-02-01-16.png,angry
features/mel_specs/03-01-05-01-02-02-16.png,angry
features/mel_specs/03-01-05-02-01-01-16.png,angry
features/mel_specs/03-01-05-02-01-02-16.png,angry
features/mel_specs/03-01-05-02-02-01-16.png,angry
features/mel_specs/03-01-05-02-02-02-16.png,angry
features/mel_specs/03-01-06-01-01-01-16.png,fear
features/mel_specs/03-01-06-01-01-02-16.png,fear
features/mel_specs/03-01-06-01-02-01-16.png,fear
features/mel_specs/03-01-06-01-02-02-16.png,fear
features/mel_specs/03-01-06-02-01-01-16.png,fear
features/mel_specs/03-01-06-02-01-02-16.png,fear
features/mel_specs/03-01-06-02-02-01-16.png,fear
features/mel_specs/03-01-06-02-02-02-16.png,fear
features/mel_specs/03-01-07-01-01-01-16.png,disgust
features/mel_specs/03-01-07-01-01-02-16.png,disgust
features/mel_specs/03-01-07-01-02-01-16.png,disgust
features/mel_specs/03-01-07-01-02-02-16.png,disgust
features/mel_specs/03-01-07-02-01-01-16.png,disgust
features/mel_specs/03-01-07-02-01-02-16.png,disgust
features/mel_specs/03-01-07-02-02-01-16.png,disgust
features/mel_specs/03-01-07-02-02-02-16.png,disgust
features/mel_specs/03-01-08-01-01-01-16.png,surprise
features/mel_specs/03-01-08-01-01-02-16.png,surprise
features/mel_specs/03-01-08-01-02-01-16.png,surprise
features/mel_specs/03-01-08-01-02-02-16.png,surprise
features/mel_specs/03-01-08-02-01-01-16.png,surprise
features/mel_specs/03-01-08-02-01-02-16.png,surprise
features/mel_specs/03-01-08-02-02-01-16.png,surprise
features/mel_specs/03-01-08-02-02-02-16.png,surprise
features/mel_specs/03-01-01-01-01-01-17.png,neutral
features/mel_specs/03-01-01-01-01-02-17.png,neutral
features/mel_specs/03-01-01-01-02-01-17.png,neutral
features/mel_specs/03-01-01-01-02-02-17.png,neutral
features/mel_specs/03-01-02-01-01-01-17.png,calm
features/mel_specs/03-01-02-01-01-02-17.png,calm
features/mel_specs/03-01-02-01-02-01-17.png,calm
features/mel_specs/03-01-02-01-02-02-17.png,calm
features/mel_specs/03-01-02-02-01-01-17.png,calm
features/mel_specs/03-01-02-02-01-02-17.png,calm
features/mel_specs/03-01-02-02-02-01-17.png,calm
features/mel_specs/03-01-02-02-02-02-17.png,calm
features/mel_specs/03-01-03-01-01-01-17.png,happy
features/mel_specs/03-01-03-01-01-02-17.png,happy
features/mel_specs/03-01-03-01-02-01-17.png,happy
features/mel_specs/03-01-03-01-02-02-17.png,happy
features/mel_specs/03-01-03-02-01-01-17.png,happy
features/mel_specs/03-01-03-02-01-02-17.png,happy
features/mel_specs/03-01-03-02-02-01-17.png,happy
features/mel_specs/03-01-03-02-02-02-17.png,happy
features/mel_specs/03-01-04-01-01-01-17.png,sad
features/mel_specs/03-01-04-01-01-02-17.png,sad
features/mel_specs/03-01-04-01-02-01-17.png,sad
features/mel_specs/03-01-04-01-02-02-17.png,sad
features/mel_specs/03-01-04-02-01-01-17.png,sad
features/mel_specs/03-01-04-02-01-02-17.png,sad
features/mel_specs/03-01-04-02-02-01-17.png,sad
features/mel_specs/03-01-04-02-02-02-17.png,sad
features/mel_specs/03-01-05-01-01-01-17.png,angry
features/mel_specs/03-01-05-01-01-02-17.png,angry
features/mel_specs/03-01-05-01-02-01-17.png,angry
features/mel_specs/03-01-05-01-02-02-17.png,angry
features/mel_specs/03-01-05-02-01-01-17.png,angry
features/mel_specs/03-01-05-02-01-02-17.png,angry
features/mel_specs/03-01-05-02-02-01-17.png,angry
features/mel_specs/03-01-05-02-02-02-17.png,angry
features/mel_specs/03-01-06-01-01-01-17.png,fear
features/mel_specs/03-01-06-01-01-02-17.png,fear
features/mel_specs/03-01-06-01-02-01-17.png,fear
features/mel_specs/03-01-06-01-02-02-17.png,fear
features/mel_specs/03-01-06-02-01-01-17.png,fear
features/mel_specs/03-01-06-02-01-02-17.png,fear
features/mel_specs/03-01-06-02-02-01-17.png,fear
features/mel_specs/03-01-06-02-02-02-17.png,fear
features/mel_specs/03-01-07-01-01-01-17.png,disgust
features/mel_specs/03-01-07-01-01-02-17.png,disgust
features/mel_specs/03-01-07-01-02-01-17.png,disgust
features/mel_specs/03-01-07-01-02-02-17.png,disgust
features/mel_specs/03-01-07-02-01-01-17.png,disgust
features/mel_specs/03-01-07-02-01-02-17.png,disgust
features/mel_specs/03-01-07-02-02-01-17.png,disgust
features/mel_specs/03-01-07-02-02-02-17.png,disgust
features/mel_specs/03-01-08-01-01-01-17.png,surprise
features/mel_specs/03-01-08-01-01-02-17.png,surprise
features/mel_specs/03-01-08-01-02-01-17.png,surprise
features/mel_specs/03-01-08-01-02-02-17.png,surprise
features/mel_specs/03-01-08-02-01-01-17.png,surprise
features/mel_specs/03-01-08-02-01-02-17.png,surprise
features/mel_specs/03-01-08-02-02-01-17.png,surprise
features/mel_specs/03-01-08-02-02-02-17.png,surprise
features/mel_specs/03-01-01-01-01-01-18.png,neutral
features/mel_specs/03-01-01-01-01-02-18.png,neutral
